player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,home,game_id
Konstantinos Mavropanos,15,grGRE,CB,27-292,90,65,12,32,29,4,4,65,0,0,,0,,39,142,89,1,0,0,2,0,42,0,False,Everton_WestHam_20250929
Kyle Walker-Peters,2,engENG,RB,28-169,90,58,4,12,30,16,0,58,1,0,0.0,0,0.0,34,101,44,0,0,0,0,0,38,4,False,Everton_WestHam_20250929
Alphonse Areola,23,frFRA,GK,32-214,90,40,32,39,1,0,0,40,0,0,,0,,29,143,94,0,0,0,0,0,19,0,False,Everton_WestHam_20250929
Evanilson,9,brBRA,FW,25-362,90,24,0,1,9,14,6,24,2,1,50.0,0,0.0,14,51,15,0,0,0,6,0,18,5,True,Bournemouth_Fulham_20251003
Antoine Semenyo,24,ghGHA,"LW,WB",25-269,90,56,1,8,12,37,7,56,2,1,50.0,1,50.0,29,274,174,5,2,3,2,2,39,6,True,Bournemouth_Fulham_20251003
David Brooks,7,wlsWAL,"RW,WB",28-087,84,54,0,6,25,24,2,54,3,2,66.7,1,33.3,30,236,123,5,3,2,3,0,42,8,True,Bournemouth_Fulham_20251003
Veljko Milosavljević,44,rsSRB,CB,18-097,6,2,0,1,1,0,0,2,0,0,,0,,1,2,0,0,0,0,0,0,2,0,True,Bournemouth_Fulham_20251003
Marcus Tavernier,16,engENG,AM,26-195,60,35,1,1,16,19,4,35,3,0,0.0,3,100.0,18,81,45,2,2,1,1,2,28,6,True,Bournemouth_Fulham_20251003
Justin Kluivert,19,nlNED,AM,26-151,30,22,0,2,8,12,2,22,1,1,100.0,0,0.0,13,126,90,3,2,0,1,0,15,3,True,Bournemouth_Fulham_20251003
Alex Scott,8,engENG,"DM,CM",22-043,90,84,3,16,43,26,0,84,0,0,,0,,42,294,115,5,4,0,1,0,53,3,True,Bournemouth_Fulham_20251003
Tyler Adams,12,usUSA,DM,26-231,77,68,2,12,42,16,0,68,0,0,,0,,39,298,164,3,4,0,0,0,53,0,True,Bournemouth_Fulham_20251003
Ryan Christie,10,sctSCO,"DM,CM",30-223,13,15,0,3,10,2,0,15,3,2,66.7,1,33.3,11,58,24,0,0,0,1,0,11,0,True,Bournemouth_Fulham_20251003
Adrien Truffert,3,frFRA,"LB,CB",23-317,90,82,4,18,33,31,1,82,4,2,50.0,1,25.0,40,210,111,2,5,1,0,0,52,18,True,Bournemouth_Fulham_20251003
Marcos Senesi,5,arARG,CB,28-146,77,80,8,37,39,4,1,80,0,0,,0,,47,287,216,0,1,0,1,0,55,2,True,Bournemouth_Fulham_20251003
Ben Gannon-Doak,11,sctSCO,"RW,FW",19-326,13,7,0,1,0,6,2,7,0,0,,0,,4,47,43,2,1,2,0,0,6,2,True,Bournemouth_Fulham_20251003
Bafodé Diakité,18,frFRA,CB,24-270,90,76,8,34,38,4,2,76,0,0,,0,,38,177,64,1,0,0,1,0,52,0,True,Bournemouth_Fulham_20251003
James Hill,23,engENG,RB,23-266,60,51,2,13,31,7,0,51,0,0,,0,,26,144,72,3,1,0,0,0,36,3,True,Bournemouth_Fulham_20251003
Álex Jiménez,20,esESP,"RB,CB",20-148,30,21,2,8,8,5,1,21,1,1,100.0,0,0.0,11,110,67,3,2,1,0,0,15,1,True,Bournemouth_Fulham_20251003
Đorđe Petrović,1,rsSRB,GK,25-360,90,26,21,26,0,0,0,26,0,0,,0,,13,65,41,0,0,0,0,0,8,0,True,Bournemouth_Fulham_20251003
Joshua King,24,engENG,FW,18-273,66,25,2,3,14,8,3,25,2,2,100.0,0,0.0,19,139,61,2,1,1,3,1,19,4,False,Bournemouth_Fulham_20251003
Kevin,22,brBRA,"AM,LW",22-272,24,19,0,5,9,6,0,19,1,1,100.0,0,0.0,10,56,20,1,1,0,1,1,13,2,False,Bournemouth_Fulham_20251003
Alex Iwobi,17,ngNGA,"AM,FW",29-153,85,55,1,9,23,24,0,55,1,1,100.0,0,0.0,44,196,82,2,2,0,3,1,40,8,False,Bournemouth_Fulham_20251003
Adama Traoré,11,esESP,RW,29-251,5,9,0,1,3,5,1,9,2,2,100.0,0,0.0,7,64,22,0,0,0,0,1,8,0,False,Bournemouth_Fulham_20251003
Harry Wilson,8,wlsWAL,AM,28-195,66,34,2,13,10,12,2,34,1,1,100.0,0,0.0,24,90,8,0,0,0,3,1,23,6,False,Bournemouth_Fulham_20251003
Samuel Chukwueze,19,ngNGA,"AM,FW",26-134,24,21,0,2,6,13,1,21,4,1,25.0,2,50.0,16,147,45,1,0,1,0,0,17,3,False,Bournemouth_Fulham_20251003
Sander Berge,16,noNOR,"CM,DM",27-231,90,56,0,14,29,13,0,56,0,0,,0,,39,209,150,3,2,0,0,2,38,0,False,Bournemouth_Fulham_20251003
Saša Lukić,20,rsSRB,CM,29-051,13,6,3,4,2,0,0,6,0,0,,0,,1,5,0,0,0,0,0,0,0,0,False,Bournemouth_Fulham_20251003
Tom Cairney,10,sctSCO,"CM,DM",34-256,77,81,1,17,43,22,3,81,0,0,,0,,60,344,188,2,3,0,3,0,65,1,False,Bournemouth_Fulham_20251003
Ryan Sessegnon,30,engENG,"WB,LB",25-138,90,65,3,19,24,22,6,65,1,0,0.0,1,100.0,37,258,134,5,3,2,1,0,38,10,False,Bournemouth_Fulham_20251003
Timothy Castagne,21,beBEL,"WB,RB",29-302,90,50,5,27,8,15,1,50,0,0,,0,,25,109,32,2,2,0,0,0,26,1,False,Bournemouth_Fulham_20251003
Calvin Bassey,3,ngNGA,CB,25-276,90,47,9,29,15,3,0,47,0,0,,0,,25,125,55,0,0,0,0,0,30,0,False,Bournemouth_Fulham_20251003
Joachim Andersen,5,dkDEN,CB,29-125,90,69,21,52,13,4,0,69,1,1,100.0,0,0.0,31,157,66,0,0,0,1,0,32,0,False,Bournemouth_Fulham_20251003
Issa Diop,31,frFRA,CB,28-267,85,49,8,26,20,3,0,49,0,0,,0,,31,186,108,1,1,0,2,0,29,0,False,Bournemouth_Fulham_20251003
Emile Smith Rowe,32,engENG,AM,25-067,5,8,0,1,2,5,0,8,0,0,,0,,7,37,12,0,0,0,0,0,7,1,False,Bournemouth_Fulham_20251003
Bernd Leno,1,deGER,GK,33-213,90,31,30,31,0,0,0,31,0,0,,0,,17,86,38,0,0,0,0,0,17,0,False,Bournemouth_Fulham_20251003
Dominic Calvert-Lewin,9,engENG,FW,28-202,90,23,1,1,6,16,5,23,3,0,0.0,3,100.0,10,32,8,0,0,0,3,0,18,8,True,LeedsUnited_Tottenham_20251004
Noah Okafor,19,chSUI,LW,25-133,78,30,0,4,7,19,1,30,3,1,33.3,1,33.3,17,134,74,3,3,0,6,1,20,8,True,LeedsUnited_Tottenham_20251004
Joël Piroe,10,nlNED,AM,26-063,12,9,0,1,3,5,2,9,0,0,,0,,4,16,6,1,0,1,0,1,8,1,True,LeedsUnited_Tottenham_20251004
Brenden Aaronson,11,usUSA,RW,24-347,66,25,0,2,12,11,1,25,1,0,0.0,1,100.0,13,91,46,2,0,0,3,2,21,4,True,LeedsUnited_Tottenham_20251004
Jack Harrison,20,engENG,"WB,RW",28-318,24,21,0,1,9,12,1,21,1,0,0.0,1,100.0,14,65,21,1,1,0,1,0,18,6,True,LeedsUnited_Tottenham_20251004
Anton Stach,18,deGER,LM,26-323,66,33,0,6,17,11,1,33,1,1,100.0,0,0.0,16,57,24,0,0,0,1,1,17,3,True,LeedsUnited_Tottenham_20251004
Ao Tanaka,22,jpJPN,"CM,LM",27-024,24,31,0,4,20,8,0,31,0,0,,0,,14,45,28,0,1,0,0,0,24,0,True,LeedsUnited_Tottenham_20251004
Ethan Ampadu,4,wlsWAL,"CM,CB",25-020,90,89,4,26,54,10,1,89,0,0,,0,,53,260,171,3,2,0,3,0,63,1,True,LeedsUnited_Tottenham_20251004
Sean Longstaff,8,engENG,"RM,CM",27-339,90,62,0,11,30,21,0,62,0,0,,0,,26,121,88,1,0,0,2,1,30,0,True,LeedsUnited_Tottenham_20251004
Gabriel Gudmundsson,3,seSWE,LB,26-158,78,40,3,14,19,7,0,40,1,1,100.0,0,0.0,20,98,50,1,1,0,3,1,21,2,True,LeedsUnited_Tottenham_20251004
Lukas Nmecha,14,deGER,FW,26-294,12,2,0,0,1,1,1,2,0,0,,0,,2,12,0,0,0,0,0,1,3,1,True,LeedsUnited_Tottenham_20251004
Pascal Struijk,5,nlNED,CB,26-054,90,75,4,26,40,9,4,75,0,0,,0,,38,142,97,1,0,0,0,0,55,0,True,LeedsUnited_Tottenham_20251004
Joe Rodon,6,wlsWAL,CB,27-347,90,82,3,35,39,8,4,82,0,0,,0,,43,134,72,1,1,0,0,0,66,0,True,LeedsUnited_Tottenham_20251004
Jayden Bogle,2,engENG,"RB,WB",25-069,88,57,3,14,27,16,0,57,2,0,0.0,1,50.0,30,160,68,0,1,0,0,0,34,10,True,LeedsUnited_Tottenham_20251004
James Justin,24,engENG,WB,27-223,2,4,0,2,2,1,1,4,0,0,,0,,3,7,6,0,0,0,0,0,4,0,True,LeedsUnited_Tottenham_20251004
Karl Darlow,26,wlsWAL,GK,34-361,90,42,33,41,2,0,0,42,0,0,,0,,27,147,109,0,0,0,0,0,21,0,True,LeedsUnited_Tottenham_20251004
Mathys Tel,11,frFRA,FW,20-160,73,12,2,3,5,4,2,12,0,0,,0,,5,30,22,1,0,1,1,0,9,3,False,LeedsUnited_Tottenham_20251004
Pape Matar Sarr,29,snSEN,"CM,AM",23-020,17,10,1,2,6,2,0,10,0,0,,0,,4,17,4,0,0,0,0,0,4,1,False,LeedsUnited_Tottenham_20251004
Wilson Odobert,28,frFRA,LW,20-310,84,32,0,5,14,14,2,32,3,1,33.3,2,66.7,15,132,17,1,1,1,2,2,25,6,False,LeedsUnited_Tottenham_20251004
Kevin Danso,4,atAUT,CB,27-015,6,4,0,4,0,0,0,4,0,0,,0,,2,3,1,0,0,0,0,0,2,0,False,LeedsUnited_Tottenham_20251004
Mohammed Kudus,20,ghGHA,"RW,FW",25-063,89,41,0,2,20,20,4,41,7,6,85.7,0,0.0,18,81,28,1,1,0,0,5,28,11,False,LeedsUnited_Tottenham_20251004
Brennan Johnson,22,wlsWAL,FW,24-134,1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,False,LeedsUnited_Tottenham_20251004
Xavi Simons,7,nlNED,AM,22-166,73,29,0,3,12,16,1,29,4,2,50.0,2,50.0,15,121,56,1,1,1,2,2,19,1,False,LeedsUnited_Tottenham_20251004
Richarlison,9,brBRA,FW,28-147,17,7,2,3,4,1,1,7,0,0,,0,,0,0,0,0,0,0,0,0,2,0,False,LeedsUnited_Tottenham_20251004
João Palhinha,6,ptPOR,"DM,CM",30-087,90,51,3,13,27,12,1,51,1,0,0.0,1,100.0,12,58,20,0,0,0,0,1,31,0,False,LeedsUnited_Tottenham_20251004
Rodrigo Bentancur,30,uyURU,"DM,CM",28-101,90,48,4,18,23,7,0,48,0,0,,0,,19,65,20,0,0,0,2,1,25,1,False,LeedsUnited_Tottenham_20251004
Destiny Udogie,13,itITA,LB,22-310,90,55,4,14,25,17,3,55,2,1,50.0,1,50.0,26,120,74,2,0,1,0,0,34,5,False,LeedsUnited_Tottenham_20251004
Micky van de Ven,37,nlNED,CB,24-168,90,52,6,31,21,0,0,52,0,0,,0,,31,110,59,0,0,0,1,0,36,0,False,LeedsUnited_Tottenham_20251004
Cristian Romero,17,arARG,CB,27-160,90,63,10,36,28,2,1,63,0,0,,0,,30,145,109,0,1,0,2,0,37,0,False,LeedsUnited_Tottenham_20251004
Pedro Porro,23,esESP,RB,26-021,90,73,3,30,28,15,2,73,1,0,0.0,1,100.0,31,98,57,0,1,1,0,1,46,5,False,LeedsUnited_Tottenham_20251004
Guglielmo Vicario,1,itITA,GK,28-362,90,39,29,39,0,0,0,39,0,0,,0,,16,41,24,0,0,0,0,0,14,0,False,LeedsUnited_Tottenham_20251004
Viktor Gyökeres,14,seSWE,FW,27-122,90,22,0,2,4,16,7,22,2,1,50.0,1,50.0,14,84,40,2,2,1,5,3,19,5,True,Arsenal_WestHam_20251004
Leandro Trossard,19,beBEL,LW,30-304,74,46,0,1,14,31,6,46,1,1,100.0,0,0.0,30,190,100,3,2,1,1,0,33,10,True,Arsenal_WestHam_20251004
Ethan Nwaneri,22,engENG,CM,18-197,16,11,0,0,7,4,0,11,1,0,0.0,1,100.0,6,41,30,1,1,0,0,0,6,1,True,Arsenal_WestHam_20251004
Bukayo Saka,7,engENG,"RW,RM",24-029,90,45,0,2,13,31,5,44,3,0,0.0,2,66.7,27,158,61,2,4,0,0,1,29,10,True,Arsenal_WestHam_20251004
Eberechi Eze,10,engENG,"RM,LM",27-097,78,40,0,4,19,17,6,40,0,0,,0,,24,139,59,1,1,0,0,1,28,5,True,Arsenal_WestHam_20251004
Gabriel Martinelli,11,brBRA,LM,24-108,12,7,1,1,0,6,1,7,0,0,,0,,2,10,0,0,0,0,0,1,2,2,True,Arsenal_WestHam_20251004
Declan Rice,41,engENG,"LM,CM",26-263,78,79,0,9,44,26,3,79,2,2,100.0,0,0.0,49,361,176,6,2,0,2,1,51,4,True,Arsenal_WestHam_20251004
Mikel Merino,23,esESP,CM,29-104,12,13,0,1,8,4,2,13,0,0,,0,,7,38,32,1,1,0,0,1,11,0,True,Arsenal_WestHam_20251004
Martin Ødegaard,8,noNOR,RM,26-291,29,23,0,2,12,9,0,23,0,0,,0,,18,114,56,1,2,0,0,0,21,1,True,Arsenal_WestHam_20251004
Martín Zubimendi,36,esESP,"CM,DM",26-244,61,79,2,16,47,16,0,79,0,0,,0,,51,261,157,1,0,0,0,0,60,0,True,Arsenal_WestHam_20251004
Riccardo Calafiori,33,itITA,LB,23-138,74,82,2,18,36,28,6,82,3,0,0.0,1,33.3,40,229,102,2,2,1,0,0,46,1,True,Arsenal_WestHam_20251004
Myles Lewis-Skelly,49,engENG,LB,19-008,16,10,0,3,4,3,1,10,1,0,0.0,1,100.0,3,14,0,0,0,0,0,1,3,0,True,Arsenal_WestHam_20251004
Gabriel Magalhães,6,brBRA,CB,27-289,90,67,8,27,38,3,1,67,0,0,,0,,43,166,109,1,1,0,1,0,48,0,True,Arsenal_WestHam_20251004
William Saliba,2,frFRA,CB,24-194,90,105,9,52,46,7,0,105,1,1,100.0,0,0.0,80,275,146,1,1,0,0,0,84,2,True,Arsenal_WestHam_20251004
Jurriën Timber,12,nlNED,RB,24-109,90,70,1,14,31,26,5,70,2,0,0.0,2,100.0,41,173,78,2,1,1,1,0,46,5,True,Arsenal_WestHam_20251004
David Raya,1,esESP,GK,30-019,90,32,25,30,2,0,0,32,0,0,,0,,27,82,57,0,0,0,0,0,21,0,True,Arsenal_WestHam_20251004
Niclas Füllkrug,11,deGER,FW,32-237,60,16,0,3,7,6,2,16,0,0,,0,,1,3,1,0,0,0,1,0,9,2,False,Arsenal_WestHam_20251004
Callum Marshall,50,nirNIR,FW,20-310,30,6,0,1,4,2,1,6,2,1,50.0,1,50.0,3,30,12,0,0,0,2,2,2,0,False,Arsenal_WestHam_20251004
Crysencio Summerville,7,nlNED,LM,23-339,90,40,4,11,16,13,1,40,3,0,0.0,2,66.7,22,155,51,2,2,0,2,1,28,4,False,Arsenal_WestHam_20251004
Mateus Fernandes,18,ptPOR,CM,21-086,90,47,5,18,28,1,0,47,2,0,0.0,2,100.0,16,116,52,1,0,0,1,1,24,0,False,Arsenal_WestHam_20251004
Lucas Paquetá,10,brBRA,CM,28-038,90,54,5,12,23,20,1,54,4,1,25.0,2,50.0,31,95,35,0,1,0,4,4,42,4,False,Arsenal_WestHam_20251004
Jarrod Bowen,20,engENG,RM,28-288,90,29,3,7,13,9,1,29,3,0,0.0,2,66.7,16,142,27,2,0,1,0,2,15,3,False,Arsenal_WestHam_20251004
Soungoutou Magassa,27,frFRA,DM,21-361,60,26,5,11,12,3,0,26,0,0,,0,,5,23,12,0,0,0,2,0,9,1,False,Arsenal_WestHam_20251004
Freddie Potts,32,engENG,DM,22-022,30,13,2,5,8,0,0,13,0,0,,0,,3,27,25,0,0,0,0,0,7,1,False,Arsenal_WestHam_20251004
El Hadji Malick Diouf,12,snSEN,LB,20-280,90,47,6,20,18,9,0,47,1,0,0.0,1,100.0,15,59,39,0,0,0,2,0,24,1,False,Arsenal_WestHam_20251004
Max Kilman,3,engENG,CB,28-134,90,36,14,24,10,3,0,36,1,1,100.0,0,0.0,16,138,91,2,2,0,0,1,23,0,False,Arsenal_WestHam_20251004
Konstantinos Mavropanos,15,grGRE,CB,27-297,90,49,15,33,16,0,0,49,0,0,,0,,12,66,47,0,0,0,1,0,15,0,False,Arsenal_WestHam_20251004
Aaron Wan-Bissaka,29,cdCOD,RB,27-312,78,34,6,15,8,11,1,34,1,0,0.0,1,100.0,3,8,2,0,0,0,1,1,9,1,False,Arsenal_WestHam_20251004
Kyle Walker-Peters,2,engENG,RB,28-174,12,12,0,6,6,0,0,12,0,0,,0,,2,1,0,0,0,0,0,0,5,1,False,Arsenal_WestHam_20251004
Alphonse Areola,23,frFRA,GK,32-219,90,32,23,31,1,0,0,32,0,0,,0,,14,55,27,0,0,0,0,0,14,0,False,Arsenal_WestHam_20251004
Benjamin Šeško,30,siSVN,FW,22-126,90,35,2,5,23,8,4,35,4,1,25.0,3,75.0,11,36,13,1,0,1,1,1,18,1,True,ManchesterUtd_Sunderland_20251004
Mason Mount,7,engENG,AM,26-267,64,35,0,1,19,17,4,35,3,1,33.3,2,66.7,18,70,31,2,2,0,3,0,23,3,True,ManchesterUtd_Sunderland_20251004
Matheus Cunha,10,brBRA,AM,26-130,26,16,0,2,10,4,4,16,5,1,20.0,4,80.0,11,89,35,2,0,3,2,0,10,0,True,ManchesterUtd_Sunderland_20251004
Bryan Mbeumo,19,cmCMR,AM,26-058,76,43,1,5,20,18,4,43,2,0,0.0,2,100.0,24,126,64,2,0,1,3,1,34,8,True,ManchesterUtd_Sunderland_20251004
Kobbie Mainoo,37,engENG,CM,20-168,14,6,0,0,5,1,0,6,1,0,0.0,1,100.0,1,2,0,0,0,0,0,1,1,1,True,ManchesterUtd_Sunderland_20251004
Bruno Fernandes,8,ptPOR,"CM,AM",31-026,90,62,3,10,33,19,1,62,1,0,0.0,0,0.0,28,113,62,2,0,0,0,0,42,5,True,ManchesterUtd_Sunderland_20251004
Casemiro,18,brBRA,CM,33-223,84,69,3,18,44,8,1,69,1,1,100.0,0,0.0,32,91,36,0,0,0,1,0,47,2,True,ManchesterUtd_Sunderland_20251004
Manuel Ugarte,25,uyURU,CM,24-176,6,4,0,0,4,0,0,4,0,0,,0,,1,2,0,0,0,0,1,0,1,0,True,ManchesterUtd_Sunderland_20251004
Diogo Dalot,2,ptPOR,WB,26-200,63,42,3,6,18,18,3,42,0,0,,0,,19,101,62,3,0,1,1,0,22,6,True,ManchesterUtd_Sunderland_20251004
Patrick Dorgu,13,dkDEN,WB,20-343,27,17,0,4,11,2,1,17,0,0,,0,,5,32,27,1,0,1,2,0,6,1,True,ManchesterUtd_Sunderland_20251004
Amad Diallo,16,ciCIV,WB,23-085,90,54,2,11,25,19,5,54,6,3,50.0,3,50.0,32,220,170,9,6,4,3,1,38,7,True,ManchesterUtd_Sunderland_20251004
Luke Shaw,23,engENG,CB,30-084,90,52,5,21,29,2,0,52,1,0,0.0,1,100.0,24,126,67,0,1,0,0,0,27,0,True,ManchesterUtd_Sunderland_20251004
Matthijs de Ligt,4,nlNED,CB,26-053,90,57,4,28,28,1,1,57,0,0,,0,,24,76,29,0,0,0,2,0,32,0,True,ManchesterUtd_Sunderland_20251004
Leny Yoro,15,frFRA,CB,19-325,84,60,5,35,22,4,3,60,0,0,,0,,26,77,30,0,0,0,0,1,41,1,True,ManchesterUtd_Sunderland_20251004
Harry Maguire,5,engENG,CB,32-213,6,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,True,ManchesterUtd_Sunderland_20251004
Senne Lammens,31,beBEL,GK,23-089,90,49,40,49,0,0,0,49,0,0,,0,,32,141,54,0,0,0,0,0,25,0,True,ManchesterUtd_Sunderland_20251004
Wilson Isidor,18,frFRA,FW,25-038,58,5,1,1,2,2,0,5,1,1,100.0,0,0.0,3,22,12,0,0,0,0,2,3,0,False,ManchesterUtd_Sunderland_20251004
Brian Brobbey,9,nlNED,FW,23-245,32,4,0,0,3,1,0,4,0,0,,0,,3,9,0,0,0,0,1,0,3,1,False,ManchesterUtd_Sunderland_20251004
Simon Adingra,24,ciCIV,LW,23-276,36,8,0,1,2,5,0,8,2,1,50.0,1,50.0,5,24,6,0,0,0,0,1,5,2,False,ManchesterUtd_Sunderland_20251004
Daniel Ballard,5,nirNIR,CB,26-012,54,58,6,30,26,2,1,58,0,0,,0,,28,194,92,0,1,0,0,0,28,0,False,ManchesterUtd_Sunderland_20251004
Bertrand Traoré,25,bfBFA,RW,30-028,57,33,0,2,9,22,3,33,2,2,100.0,0,0.0,22,96,41,1,2,0,3,0,25,7,False,ManchesterUtd_Sunderland_20251004
Eliezer Mayenda,12,esESP,RW,20-149,33,9,0,0,6,4,1,9,2,1,50.0,1,50.0,7,44,27,1,1,1,1,2,10,3,False,ManchesterUtd_Sunderland_20251004
Enzo Le Fée,28,frFRA,"LW,AM",25-243,90,53,0,4,34,16,2,53,3,0,0.0,3,100.0,25,123,49,2,2,0,3,1,30,4,False,ManchesterUtd_Sunderland_20251004
Noah Sadiki,27,cdCOD,"CM,DM",20-291,90,65,1,11,44,10,0,65,3,1,33.3,2,66.7,36,193,120,1,0,0,1,1,43,1,False,ManchesterUtd_Sunderland_20251004
Granit Xhaka,34,chSUI,"CM,DM",33-007,90,85,3,13,58,15,0,85,2,2,100.0,0,0.0,44,169,32,0,2,0,1,1,44,2,False,ManchesterUtd_Sunderland_20251004
Arthur Masuaku,26,cdCOD,"LB,LM",31-331,57,34,2,7,21,8,0,34,1,1,100.0,0,0.0,21,125,50,1,3,0,1,0,20,3,False,ManchesterUtd_Sunderland_20251004
Chemsdine Talbi,7,maMAR,LM,20-148,33,19,0,3,7,9,2,19,0,0,,0,,10,61,24,0,0,0,0,0,13,7,False,ManchesterUtd_Sunderland_20251004
Omar Alderete,15,pyPAR,CB,28-282,90,56,4,22,31,4,0,56,1,1,100.0,0,0.0,36,227,155,2,4,0,0,0,39,2,False,ManchesterUtd_Sunderland_20251004
Nordi Mukiele,20,frFRA,"CB,RM",27-337,90,75,4,20,42,13,1,75,1,0,0.0,1,100.0,35,191,111,0,1,0,2,0,37,4,False,ManchesterUtd_Sunderland_20251004
Trai Hume,32,nirNIR,"RM,RB",23-200,78,45,1,11,22,12,2,45,1,0,0.0,1,100.0,26,104,42,2,1,0,1,0,28,1,False,ManchesterUtd_Sunderland_20251004
Lutsharel Geertruida,6,nlNED,CB,25-078,12,9,1,4,5,0,0,9,1,1,100.0,0,0.0,4,21,0,0,0,0,0,0,6,0,False,ManchesterUtd_Sunderland_20251004
Robin Roefs,22,nlNED,GK,22-260,90,50,36,50,0,0,0,50,0,0,,0,,36,180,105,0,0,0,0,0,24,0,False,ManchesterUtd_Sunderland_20251004
João Pedro,20,brBRA,FW,24-008,74,15,0,1,9,5,1,15,0,0,,0,,9,81,52,3,2,0,0,1,13,6,True,Chelsea_Liverpool_20251004
Marc Guiu,38,esESP,FW,19-273,16,2,0,0,1,1,1,2,0,0,,0,,1,3,0,0,0,0,0,0,2,0,True,Chelsea_Liverpool_20251004
Alejandro Garnacho,49,arARG,LW,21-095,74,30,0,1,7,22,4,30,5,2,40.0,2,40.0,25,203,103,5,2,2,2,1,28,12,True,Chelsea_Liverpool_20251004
Jamie Gittens,11,engENG,LW,21-057,16,9,1,2,2,5,3,9,1,1,100.0,0,0.0,7,98,61,4,1,2,0,1,7,2,True,Chelsea_Liverpool_20251004
Pedro Neto,7,ptPOR,RW,25-209,74,30,0,3,7,22,1,30,2,2,100.0,0,0.0,13,147,105,2,2,0,2,1,17,2,True,Chelsea_Liverpool_20251004
Estêvão Willian,41,brBRA,RW,18-163,16,24,1,3,3,20,3,24,3,0,0.0,3,100.0,13,82,55,1,2,1,0,0,14,2,True,Chelsea_Liverpool_20251004
Enzo Fernández,8,arARG,AM,24-260,90,62,1,13,30,21,3,62,2,0,0.0,2,100.0,34,150,68,1,1,0,4,2,47,4,True,Chelsea_Liverpool_20251004
Moisés Caicedo,25,ecECU,DM,23-336,90,64,3,17,31,16,1,64,1,0,0.0,1,100.0,29,139,82,0,2,0,1,1,41,0,True,Chelsea_Liverpool_20251004
Malo Gusto,27,frFRA,"DM,RB",22-138,90,70,3,17,34,21,1,70,0,0,,0,,39,165,100,3,2,0,2,0,45,4,True,Chelsea_Liverpool_20251004
Marc Cucurella,3,esESP,LB,27-074,90,66,3,17,30,19,3,66,0,0,,0,,33,216,155,6,2,1,0,0,40,4,True,Chelsea_Liverpool_20251004
Benoît Badiashile,5,frFRA,CB,24-192,54,54,10,29,22,3,0,54,0,0,,0,,34,156,80,0,0,0,1,0,36,0,True,Chelsea_Liverpool_20251004
Roméo Lavia,45,beBEL,DM,21-271,36,23,1,5,12,6,0,23,1,1,100.0,0,0.0,15,74,39,1,1,0,1,1,16,0,True,Chelsea_Liverpool_20251004
Joshua Acheampong,34,engENG,CB,19-152,67,48,6,21,27,1,0,48,0,0,,0,,25,125,59,1,1,0,0,0,34,0,True,Chelsea_Liverpool_20251004
Jorrel Hato,21,nlNED,CB,19-211,23,23,5,15,5,3,1,23,0,0,,0,,8,25,4,0,1,0,1,0,12,0,True,Chelsea_Liverpool_20251004
Reece James,24,engENG,"RB,CB",25-300,90,81,3,33,38,10,0,81,1,0,0.0,0,0.0,38,177,56,0,1,0,1,0,50,0,True,Chelsea_Liverpool_20251004
Robert Sánchez,1,esESP,GK,27-320,90,56,45,56,0,0,0,56,0,0,,0,,35,144,86,0,0,0,0,0,41,0,True,Chelsea_Liverpool_20251004
Alexander Isak,9,seSWE,FW,26-013,73,30,0,1,12,17,2,30,2,0,0.0,2,100.0,18,63,31,1,0,0,3,0,23,5,False,Chelsea_Liverpool_20251004
Hugo Ekitike,22,frFRA,FW,23-106,17,11,2,2,5,4,1,11,2,0,0.0,2,100.0,8,47,22,1,1,0,1,0,7,2,False,Chelsea_Liverpool_20251004
Cody Gakpo,18,nlNED,LW,26-150,90,56,0,5,23,28,8,56,4,2,50.0,2,50.0,36,251,169,7,3,3,6,3,37,9,False,Chelsea_Liverpool_20251004
Mohamed Salah,11,egEGY,RW,33-111,90,34,0,1,13,20,3,34,3,0,0.0,3,100.0,26,173,107,4,1,2,0,1,24,9,False,Chelsea_Liverpool_20251004
Dominik Szoboszlai,8,huHUN,"RB,AM",24-344,90,62,2,23,22,17,2,62,2,0,0.0,2,100.0,31,130,72,1,1,0,0,0,31,5,False,Chelsea_Liverpool_20251004
Alexis Mac Allister,10,arARG,DM,26-284,85,46,2,12,25,10,0,46,1,0,0.0,1,100.0,22,70,24,0,0,0,1,0,24,2,False,Chelsea_Liverpool_20251004
Wataru Endo,3,jpJPN,DM,32-237,5,8,1,2,6,0,0,8,0,0,,0,,3,11,9,1,0,0,1,0,4,0,False,Chelsea_Liverpool_20251004
Ryan Gravenberch,38,nlNED,"DM,CB",23-141,90,67,4,27,37,4,0,67,1,0,0.0,1,100.0,51,340,170,1,0,0,2,0,52,1,False,Chelsea_Liverpool_20251004
Milos Kerkez,6,huHUN,LB,21-331,54,32,2,16,10,6,1,32,0,0,,0,,18,57,26,1,0,0,1,0,17,2,False,Chelsea_Liverpool_20251004
